ticker
CMRX
CMRX
EYPT
BNGO
BNGO
BNGO
BNGO
BNGO
BNGO
BNGO
ALDX
AMRS
GRTS
GRTS
GRTS
GRTS
GRTS
GRTS
EPGNF
CVAC
ALRN
ALRN
ALRN
ALRN
FATE
FATE
FATE
TLSA
CAPR
CAPR
CAPR
HARP
HARP
CLSD
CLSD
CLSD
CLSD
CRSP
EOLS
YMTX
RUBY
ZIOP
ZIOP
ZIOP
ZIOP
ZIOP
ALT
ALT
BEAM
MRKR
MRKR
CRIS
CRIS
CRIS
CRIS
CRIS
CRIS
CRIS
CRIS
CRIS
CRIS
CRIS
TYME
TYME
TYME
SAVA
SAVA
YTEN
NVTA
AMRN
THTX
TFFP
MTP
XXII
XXII
VSTM
VSTM
VSTM
RCUS
XBIO
XBIO
PROG
THMO
CRMD
CDTX
VKTX
VKTX
ANVS
ANVS
ANVS
ANVS
ANVS
ANVS
ANVS
ANVS
TTOO
TTOO
NBIX
IDRA
IDRA
NNOX
XERS
XERS
XERS
XERS
XERS
XERS
XERS
XERS
ARMP
ARMP
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
XAIR
BIOC
BXRX
BXRX
SURF
INFI
KZIA
KZIA
KZIA
KZIA
MEIP
MEIP
MEIP
MEIP
AVIR
ALGS
ALGS
VXRT
VXRT
BNTC
BNTC
BNTC
BNTC
BNTC
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
ADAP
IBIO
IBIO
DTIL
MGEN
MGEN
BTAI
VBIV
VBIV
VBIV
VBIV
VBIV
VBIV
VBIV
VBIV
EXEL
NTEC
PIRS
PIRS
PIRS
PIRS
PIRS
PIRS
PIRS
PIRS
KPTI
KPTI
KPTI
KPTI
KPTI
KPTI
KPTI
KPTI
KPTI
CYCC
CYCC
CYCC
CYCC
CYCC
CYCC
CYCC
CYCC
CYCC
CYCC
CYCC
QURE
IFRX
IFRX
LPCN
PHIO
PHIO
PHIO
PHIO
PHIO
PHIO
CTMX
CTMX
CTMX
VTVT
VTVT
VTVT
VTVT
SYRS
LCTX
LCTX
LCTX
SDGR
LXRX
LXRX
KALA
KALA
KALA
KALA
KALA
KALA
KALA
KALA
KALA
KALA
TRVN
PCSA
ABEO
ABEO
OMER
ATHX
ATHX
ATHX
CTSO
CLBS
CLBS
CLBS
VTGN
VTGN
VTGN
ACIU
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
PDSB
RAFA
NBSE
NBSE
OCUP
SNGX
SNGX
TCDA
TCDA
KRYS
SESN
SESN
SESN
SESN
CATB
CATB
MBIO
ADMA
SYBX
SYBX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SIOX
SPPI
PLXP
QTNT
QTNT
BCYC
BCYC
BCYC
BCYC
ABUS
ABUS
ABUS
SRNE
SRNE
SRNE
SGMO
SGMO
SGMO
SGMO
SGMO
SGMO
SGMO
SGMO
SGMO
SGMO
SGMO
ACHV
ACHV
MNKD
MGTX
IMGN
ARDX
ARDX
ASLN
ASLN
ASLN
BLPH
ONCY
ANIP
KTRA
KTRA
GMDA
GMDA
GMDA
ADMS
NCNA
GERN
CFRX
CFRX
MGTA
MGTA
MGTA
EVLO
OCUL
ALPN
ALPN
CYCN
CYCN
CYCN
DMTK
DMTK
STSA
BDTX
SLN
ALNA
ALNA
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
AFMD
ORMP
ETTX
ETTX
EVFM
EVFM
EVFM
EVFM
EVFM
EVFM
EVFM
CYTR
ATNM
ATNM
ATNM
ATNM
ATNM
ATNM
ATNM
CANF
CANF
TRIL
TRIL
TRIL
TRIL
TRIL
TRIL
TRIL
TRIL
TRIL
TRIL
MDXG
CTIC
ABIO
COCP
IMMP
IMMP
PPBT
TRIB
AMRX
JNCE
APTO
APTO
APTO
APTO
APTO
APTO
APTO
APTO
APTO
APTO
APTO
APTO
APTX
HAACU
ARWR
ARWR
ARWR
ARWR
ARWR
ARWR
ARWR
ARWR
BLRX
BLRX
BLRX
OPGN
OPGN
PRVB
BCRX
BCRX
BCRX
BCRX
BCRX
BCRX
BCRX
TGTX
TGTX
TGTX
TGTX
TGTX
TGTX
TGTX
TGTX
CYTK
APRE
AVCO
BYSI
SDC
EVGN
GRTX
CWBR
DARE
LGVW
LGVW
CMLF
CMLF
PLX
PLX
VRNA
VRNA
LIFE
LIFE
LIFE
LIFE
LIFE
BMRN
PTGX
AVDL
AVDL
AVDL
VINC
VINC
RIGL
RIGL
PBLA
MMEDF
MMEDF
BLU
BLU
BLU
IMTX
IMTX
IMTX
IMTX
IMTX
IMTX
PRQR
CRDF
CRDF
LQDA
LQDA
CNSP
HEPA
HEPA
HEPA
HEPA
HEPA
HEPA
NWBO
NWBO
NWBO
NWBO
NWBO
NWBO
NWBO
NWBO
NWBO
SCYX
ODT
IVA
IVA
DRRX
OBSV
OBSV
EPIX
EPIX
EPIX
RGLS
RGLS
RGLS
ORPH
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
PAVM
